 -3.2000000000e+01    3.4588647535e-05
 -3.1000000000e+01    0.0000000000e+00
 -3.0000000000e+01    0.0000000000e+00
 -2.9000000000e+01    0.0000000000e+00
 -2.8000000000e+01    0.0000000000e+00
 -2.7000000000e+01    0.0000000000e+00
 -2.6000000000e+01    0.0000000000e+00
 -2.5000000000e+01    0.0000000000e+00
 -2.4000000000e+01    4.9473262526e-04
 -2.3000000000e+01    0.0000000000e+00
 -2.2000000000e+01    0.0000000000e+00
 -2.1000000000e+01    0.0000000000e+00
 -2.0000000000e+01    9.4689241459e-04
 -1.9000000000e+01    0.0000000000e+00
 -1.8000000000e+01    0.0000000000e+00
 -1.7000000000e+01    0.0000000000e+00
 -1.6000000000e+01    6.0368219784e-03
 -1.5000000000e+01    0.0000000000e+00
 -1.4000000000e+01    0.0000000000e+00
 -1.3000000000e+01    0.0000000000e+00
 -1.2000000000e+01    2.6122419759e-02
 -1.1000000000e+01    0.0000000000e+00
 -1.0000000000e+01    0.0000000000e+00
 -9.0000000000e+00    0.0000000000e+00
 -8.0000000000e+00    9.7012144969e-02
 -7.0000000000e+00    0.0000000000e+00
 -6.0000000000e+00    0.0000000000e+00
 -5.0000000000e+00    0.0000000000e+00
 -4.0000000000e+00    2.0936346060e-01
 -3.0000000000e+00    0.0000000000e+00
 -2.0000000000e+00    0.0000000000e+00
 -1.0000000000e+00    0.0000000000e+00
  0.0000000000e+00    3.2049062908e-01
  1.0000000000e+00    0.0000000000e+00
  2.0000000000e+00    0.0000000000e+00
  3.0000000000e+00    0.0000000000e+00
  4.0000000000e+00    2.0443945974e-01
  5.0000000000e+00    0.0000000000e+00
  6.0000000000e+00    0.0000000000e+00
  7.0000000000e+00    0.0000000000e+00
  8.0000000000e+00    1.0310396194e-01
  9.0000000000e+00    0.0000000000e+00
  1.0000000000e+01    0.0000000000e+00
  1.1000000000e+01    0.0000000000e+00
  1.2000000000e+01    2.4563624948e-02
  1.3000000000e+01    0.0000000000e+00
  1.4000000000e+01    0.0000000000e+00
  1.5000000000e+01    0.0000000000e+00
  1.6000000000e+01    6.0060537804e-03
  1.7000000000e+01    0.0000000000e+00
  1.8000000000e+01    0.0000000000e+00
  1.9000000000e+01    0.0000000000e+00
  2.0000000000e+01    9.0914239660e-04
  2.1000000000e+01    0.0000000000e+00
  2.2000000000e+01    0.0000000000e+00
  2.3000000000e+01    0.0000000000e+00
  2.4000000000e+01    4.4723253356e-04
  2.5000000000e+01    0.0000000000e+00
  2.6000000000e+01    0.0000000000e+00
  2.7000000000e+01    0.0000000000e+00
  2.8000000000e+01    0.0000000000e+00
  2.9000000000e+01    0.0000000000e+00
  3.0000000000e+01    0.0000000000e+00
  3.1000000000e+01    0.0000000000e+00
  3.2000000000e+01    2.8834595729e-05
